Open,High,Low,Close,Volume,SMA_10,SMA_50,EMA_20,RSI_14,Volume_SMA_20,Volatility,Target_Next_Close
130.45,130.94,129.75,129.87,2744486,128.51,118.34,126.16,61.93,1886790.0,0.1986,129.65
130.02,130.69,129.56,129.65,1640560,129.05,118.75,126.49,59.17,1857563.0,0.1992,128.11
128.44,130.14,127.41,128.11,553370,129.22,119.13,126.64,59.01,1833487.0,0.2031,127.56
127.59,128.11,127.11,127.56,407463,129.17,119.48,126.73,47.96,1736059.0,0.2032,128.42
128.42,130.54,128.28,128.42,1354610,129.09,119.84,126.89,55.88,1772718.0,0.2036,127.4
126.98,127.72,126.93,127.4,1048629,128.77,120.19,126.94,60.16,1784614.0,0.2062,125.9
126.34,127.29,124.97,125.9,1289690,128.29,120.52,126.84,48.15,1837057.0,0.2113,126.43
126.69,126.89,126.31,126.43,1187257,128.04,120.88,126.8,44.23,1875570.0,0.2091,126.96
127.27,129.25,126.81,126.96,9500537,127.82,121.27,126.82,41.09,2095252.0,0.2046,126.06
125.73,127.09,125.56,126.06,414910,127.64,121.61,126.74,32.24,1892443.0,0.1696,125.23
123.88,125.89,123.85,125.23,244762,127.17,121.91,126.6,30.07,1841301.0,0.1633,125.73
126.42,126.45,125.66,125.73,1568925,126.78,122.26,126.52,36.99,1692314.0,0.1508,123.09
122.8,123.14,122.37,123.09,889897,126.28,122.51,126.19,29.48,1683906.0,0.1547,120.58
120.06,122.11,118.84,120.58,1548588,125.58,122.71,125.66,27.15,1711845.0,0.1598,119.35
119.76,120.66,118.23,119.35,1918600,124.67,122.85,125.06,15.71,1744864.0,0.1542,119.03
118.79,119.56,118.11,119.03,3359436,123.84,122.97,124.48,15.61,1858424.0,0.1453,119.64
120.28,122.24,116.98,119.64,360129,123.21,123.12,124.02,20.83,1825810.0,0.1485,122.38
122.76,122.8,121.36,122.38,770369,122.8,123.35,123.86,34.49,1714240.0,0.1734,124.03
124.45,124.7,122.68,124.03,1694687,122.51,123.58,123.88,37.45,1731170.0,0.1821,123.79
122.95,125.45,122.22,123.79,2227456,122.28,123.78,123.87,39.2,1736218.0,0.1798,123.82
124.57,124.97,121.76,123.82,6953527,122.14,123.99,123.87,43.16,1946670.0,0.1687,122.03
122.19,122.89,121.8,122.03,2583261,121.77,124.16,123.69,36.69,1993805.0,0.1741,122.06
121.83,122.28,119.74,122.06,1149191,121.67,124.28,123.54,34.7,2023596.0,0.1712,121.59
121.68,121.99,120.09,121.59,589866,121.77,124.41,123.35,35.66,2032716.0,0.1711,122.24
121.16,122.82,119.24,122.24,765717,122.06,124.53,123.25,40.29,2003272.0,0.1702,120.8
121.04,121.7,119.35,120.8,748508,122.24,124.63,123.01,34.9,1988266.0,0.1725,121.8
121.17,122.1,120.3,121.8,2031300,122.45,124.76,122.9,45.61,2025346.0,0.1731,124.7
123.85,125.52,122.74,124.7,1477109,122.69,124.9,123.07,63.63,2039839.0,0.1944,124.56
123.61,124.83,123.1,124.56,417099,122.74,125.01,123.21,68.59,1585667.0,0.1936,125.37
126.07,127.27,124.69,125.37,848545,122.9,125.11,123.42,71.88,1607349.0,0.1938,126.74
126.34,127.34,124.93,126.74,2426688,123.19,125.19,123.73,73.27,1716445.0,0.1961,126.04
127.01,129.14,124.24,126.04,1593319,123.59,125.25,123.95,63.86,1717665.0,0.1969,126.53
126.19,127.06,125.94,126.53,1895353,124.04,125.29,124.2,60.38,1767937.0,0.1805,126.62
125.54,126.65,123.22,126.62,1633666,124.54,125.35,124.43,61.87,1772191.0,0.1611,126.87
126.16,127.55,125.33,126.87,4417765,125.0,125.4,124.66,62.56,1897150.0,0.154,125.47
126.24,126.47,125.04,125.47,1452554,125.47,125.42,124.74,64.63,1801805.0,0.1609,125.57
125.48,127.32,125.22,125.57,883089,125.85,125.44,124.82,64.87,1827953.0,0.1607,126.58
126.23,127.13,126.04,126.58,578038,126.03,125.46,124.98,70.18,1818337.0,0.1434,129.43
129.53,130.66,128.27,129.43,1468405,126.52,125.56,125.41,74.68,1807023.0,0.1563,131.37
131.7,131.84,130.03,131.37,170661,127.12,125.62,125.98,85.13,1704183.0,0.1618,135.75
136.51,137.6,135.56,135.75,1037753,128.02,125.81,126.91,87.85,1408394.0,0.1938,134.26
135.24,135.94,133.08,134.26,1020015,128.84,126.01,127.61,78.11,1330232.0,0.1896,136.1
135.86,138.68,135.47,136.1,403698,129.8,126.2,128.42,80.85,1292957.0,0.1912,136.54
135.64,138.77,135.57,136.54,572282,130.79,126.37,129.19,80.46,1292078.0,0.1882,141.17
140.88,141.51,139.86,141.17,2298405,132.23,126.61,130.33,83.41,1368713.0,0.2129,139.54
139.72,140.59,139.46,139.54,1446372,133.63,126.79,131.21,79.95,1403606.0,0.2125,137.86
137.2,138.04,134.94,137.86,1304630,134.86,126.93,131.84,73.89,1367272.0,0.2233,136.7
136.04,136.89,134.48,136.7,1536592,135.87,127.09,132.31,70.32,1370246.0,0.2191,132.48
132.71,133.41,131.93,132.48,1295104,136.18,127.15,132.32,59.75,1414147.0,0.2525,131.5
131.47,131.71,131.34,131.5,3250404,136.19,127.23,132.24,60.65,1534240.0,0.2548,130.08
130.1,130.73,129.62,130.08,1327414,135.63,127.23,132.04,57.59,1479276.0,0.257,130.44
129.94,130.86,128.63,130.44,374530,135.24,127.25,131.89,56.65,1418336.0,0.2557,131.17
131.02,131.9,131.0,131.17,4430858,134.75,127.31,131.82,53.24,1545112.0,0.256,134.99
134.36,136.53,132.83,134.99,1617305,134.59,127.46,132.12,56.28,1544294.0,0.2734,136.99
137.6,137.76,136.07,136.99,750576,134.18,127.63,132.58,52.35,1360934.0,0.2763,135.88
136.58,137.22,135.06,135.88,441211,133.81,127.8,132.9,53.1,1310367.0,0.2744,134.13
132.89,134.68,130.83,134.13,1650735,133.44,127.96,133.01,46.2,1348749.0,0.2809,135.19
134.56,136.08,134.56,135.19,1094997,133.29,128.14,133.22,47.45,1374597.0,0.2809,132.61
131.61,132.95,129.94,132.61,4236794,133.3,128.25,133.16,32.52,1513017.0,0.2822,136.37
135.92,136.95,135.2,136.37,911889,133.78,128.46,133.47,44.04,1550078.0,0.2945,138.87
138.81,139.8,137.81,138.87,615441,134.66,128.73,133.98,51.83,1528963.0,0.2777,137.97
136.97,139.46,136.08,137.97,2462375,135.42,128.97,134.36,52.33,1601081.0,0.2756,134.53
133.91,135.5,133.79,134.53,2521149,135.75,129.2,134.38,53.89,1706953.0,0.2867,137.36
136.67,138.42,135.27,137.36,1376316,135.99,129.54,134.66,60.36,1747155.0,0.2965,137.19
137.34,138.52,136.23,137.19,2065918,136.01,129.89,134.9,63.16,1735530.0,0.2689,139.83
139.88,140.94,138.23,139.83,1166887,136.4,130.31,135.37,66.03,1721556.0,0.2755,136.6
136.11,137.13,135.75,136.6,1450026,136.65,130.65,135.49,58.53,1728826.0,0.2847,135.44
135.56,136.73,134.56,135.44,3054091,136.68,130.91,135.49,50.78,1804701.0,0.2847,135.52
135.15,136.48,134.76,135.52,1983264,136.97,131.14,135.49,47.3,1839109.0,0.2608,135.69
135.5,136.06,134.95,135.69,1050293,136.9,131.38,135.51,49.63,1729103.0,0.2588,134.84
135.97,136.1,134.28,134.84,3547983,136.5,131.6,135.44,51.4,1840132.0,0.2564,136.17
137.09,138.01,134.72,136.17,181337,136.32,131.88,135.51,51.92,1830472.0,0.2579,134.08
133.21,134.2,133.12,134.08,6209920,136.27,132.12,135.38,52.93,1919425.0,0.265,133.86
134.41,134.83,133.53,133.86,307193,135.92,132.37,135.23,44.19,1853920.0,0.2438,134.17
134.71,135.29,133.7,134.17,728196,135.62,132.61,135.13,37.89,1852801.0,0.2374,135.27
134.5,136.22,134.3,135.27,1163875,135.16,132.9,135.14,43.14,1888934.0,0.238,136.79
137.35,138.09,136.31,136.79,1069621,135.18,133.2,135.3,56.39,1859878.0,0.2362,134.57
135.61,135.67,134.47,134.57,2690207,135.1,133.39,135.23,41.84,1939639.0,0.2424,131.58
130.84,132.69,128.95,131.58,515932,134.7,133.53,134.88,35.9,1753596.0,0.2459,134.19
133.57,136.87,133.22,134.19,1481570,134.55,133.71,134.82,35.81,1782080.0,0.2344,134.93
135.61,135.83,134.53,134.93,757236,134.56,133.87,134.83,45.2,1789169.0,0.2247,133.49
133.67,134.32,132.76,133.49,1522878,134.29,134.02,134.7,44.47,1742195.0,0.2265,136.7
137.08,137.36,135.29,136.7,1141874,134.55,134.23,134.89,52.83,1673231.0,0.2262,137.01
137.24,139.38,135.39,137.01,1295423,134.87,134.43,135.09,53.15,1669186.0,0.2135,139.52
139.79,140.18,138.97,139.52,774567,135.4,134.69,135.51,60.34,1604619.0,0.2232,139.73
138.8,142.21,138.55,139.73,799665,135.85,134.97,135.92,58.27,1586258.0,0.2125,144.19
144.95,146.53,142.88,144.19,1513322,136.59,135.34,136.7,71.19,1589422.0,0.2225,148.11
148.98,150.27,147.14,148.11,2558604,137.94,135.78,137.79,75.85,1564648.0,0.2342,147.63
147.46,149.12,145.93,147.63,745176,139.55,136.14,138.73,74.28,1502744.0,0.2355,149.87
149.84,151.01,149.68,149.87,600180,141.12,136.51,139.79,75.29,1480238.0,0.2382,151.41
150.25,152.5,149.59,151.41,1964538,142.77,136.82,140.9,75.3,1401066.0,0.2349,154.63
155.02,156.43,154.0,154.63,1171735,144.88,137.23,142.2,83.56,1450586.0,0.2409,152.48
152.92,153.35,151.49,152.48,2337046,146.46,137.56,143.18,86.0,1256942.0,0.2391,154.13
154.09,155.18,152.24,154.13,582661,148.17,137.91,144.23,85.52,1270715.0,0.2375,156.68
157.56,157.69,154.98,156.68,289655,149.89,138.22,145.41,86.4,1248788.0,0.239,152.68
152.42,153.27,151.85,152.68,785123,151.18,138.48,146.1,79.57,1229851.0,0.2668,150.07
150.49,152.63,149.31,150.07,651425,151.77,138.73,146.48,70.99,1208941.0,0.2784,145.62
144.88,148.22,141.84,145.62,1129142,151.52,138.9,146.4,61.97,1130888.0,0.2954,145.1
145.09,145.37,143.37,145.1,722536,151.27,139.16,146.28,58.21,1141218.0,0.2803,146.75
146.62,147.41,145.05,146.75,2175596,150.95,139.46,146.32,59.9,1175919.0,0.276,150.17
150.34,151.0,150.0,150.17,955012,150.83,139.86,146.69,58.69,1185808.0,0.2838,150.41
150.13,151.25,149.74,150.41,1356447,150.41,140.26,147.04,53.74,1177486.0,0.2778,154.21
154.1,155.65,152.45,154.21,1364239,150.58,140.72,147.72,59.66,1188605.0,0.2789,151.12
151.75,152.08,150.78,151.12,1405584,150.28,141.05,148.05,51.79,1194113.0,0.2938,147.38
147.06,147.78,146.47,147.38,1179612,149.35,141.25,147.98,44.57,1214365.0,0.3075,147.33
146.15,147.92,145.53,147.33,1809354,148.82,141.48,147.92,39.24,1264849.0,0.3077,148.26
149.56,151.18,146.01,148.26,636332,148.63,141.77,147.95,43.54,1221000.0,0.2884,148.26
149.28,149.55,148.11,148.26,3684090,148.9,142.03,147.98,40.53,1277274.0,0.272,143.8
142.88,144.44,141.29,143.8,995270,148.77,142.25,147.59,30.45,1289779.0,0.2924,143.68
144.18,144.96,142.65,143.68,421156,148.46,142.4,147.21,34.52,1280828.0,0.286,140.97
140.62,143.16,139.73,140.97,1397867,147.54,142.44,146.62,34.4,1252494.0,0.2882,142.47
142.65,143.52,141.44,142.47,608684,146.75,142.53,146.22,43.98,1224342.0,0.2784,143.32
143.53,144.54,142.44,143.32,2047781,145.66,142.71,145.95,46.65,1209878.0,0.2779,141.39
141.22,141.5,140.7,141.39,7043983,144.69,142.79,145.51,40.01,1532944.0,0.2753,140.37
139.82,140.91,137.3,140.37,640972,143.99,142.85,145.02,29.95,1550510.0,0.2644,138.23
137.75,139.88,137.38,138.23,1568919,143.08,142.82,144.38,26.87,1589700.0,0.2564,138.17
137.53,138.71,137.23,138.17,295255,142.07,142.85,143.78,14.51,1571892.0,0.2526,140.23
139.65,140.79,138.56,140.23,1729121,141.26,142.94,143.45,24.76,1601890.0,0.2419,138.24
138.2,139.51,136.98,138.24,592098,140.71,143.0,142.95,26.95,1595369.0,0.2458,139.36
138.86,139.69,138.17,139.36,729512,140.27,143.07,142.61,30.92,1523064.0,0.2437,138.33
138.8,140.21,136.66,138.33,498306,140.01,143.14,142.2,26.35,1500229.0,0.2243,136.76
137.78,138.09,135.66,136.76,2160220,139.44,143.15,141.68,24.52,1540418.0,0.2247,136.61
136.21,137.87,134.92,136.61,2692130,138.77,143.2,141.2,30.3,1606812.0,0.1958,134.57
134.73,136.17,133.5,134.57,1225314,138.09,143.22,140.57,27.42,1597799.0,0.1918,133.52
133.86,135.52,132.78,133.52,602268,137.4,143.21,139.9,29.89,1568932.0,0.1784,131.21
131.52,132.22,131.08,131.21,4289232,136.7,143.12,139.07,20.9,1692926.0,0.1828,135.2
135.26,136.54,134.79,135.2,659786,136.4,143.09,138.7,31.93,1694098.0,0.2201,135.34
135.85,137.86,133.97,135.34,213282,135.91,143.11,138.38,35.38,1520558.0,0.2204,134.0
134.32,135.23,133.82,134.0,1735335,135.49,143.16,137.96,34.82,1557561.0,0.2001,134.49
133.66,135.75,133.02,134.49,496917,135.0,143.16,137.63,40.36,1561349.0,0.2015,134.34
134.92,135.55,133.04,134.34,2652165,134.6,143.15,137.32,40.15,1624064.0,0.1929,133.96
134.55,135.8,133.09,133.96,886547,134.32,143.16,137.0,32.35,1637957.0,0.1867,135.27
134.75,136.19,133.83,135.27,1949279,134.19,143.13,136.83,41.29,1633032.0,0.1896,136.88
136.91,137.36,136.35,136.88,3690233,134.42,143.13,136.84,42.94,1465345.0,0.192,135.86
136.33,136.44,135.29,135.86,457216,134.66,143.06,136.75,42.99,1456157.0,0.1921,134.76
134.62,135.18,133.91,134.76,764708,135.01,142.96,136.56,44.16,1415946.0,0.187,134.27
134.99,135.34,134.23,134.27,1131962,134.92,142.76,136.34,43.31,1457782.0,0.1871,129.78
131.32,132.66,129.45,129.78,4114554,134.36,142.39,135.71,37.96,1577053.0,0.2088,126.93
126.43,128.24,126.3,126.93,710194,133.65,141.98,134.88,34.8,1582958.0,0.2157,129.62
128.73,130.19,126.28,129.62,747430,133.17,141.57,134.38,46.4,1583854.0,0.2302,132.93
133.13,134.03,130.98,132.93,1762973,133.03,141.2,134.24,44.68,1647087.0,0.2514,132.5
132.98,133.52,131.84,132.5,757832,132.88,140.76,134.07,43.44,1576968.0,0.249,133.72
133.56,134.21,132.45,133.72,1358675,132.72,140.38,134.04,49.35,1510295.0,0.2519,134.41
135.39,136.2,133.43,134.41,347586,132.48,139.99,134.07,49.8,1466409.0,0.2471,140.83
139.89,142.4,139.62,140.83,7070656,132.97,139.67,134.72,61.6,1789828.0,0.2974,143.29
143.78,145.0,142.95,143.29,409148,133.83,139.49,135.53,65.5,1595824.0,0.2917,143.09
142.65,144.45,141.86,143.09,929681,134.71,139.35,136.25,63.49,1609319.0,0.2757,141.12
142.33,142.66,138.83,141.12,1171757,135.84,139.26,136.72,57.23,1657242.0,0.282,137.83
139.2,140.14,136.85,137.83,5554675,136.93,139.11,136.82,53.11,1848209.0,0.2935,138.32
137.79,138.93,137.42,138.32,416700,137.8,138.94,136.97,55.74,1844199.0,0.2934,136.83
136.45,136.86,135.68,136.83,5879388,138.19,138.68,136.95,53.99,2005560.0,0.2966,134.01
134.58,136.3,131.33,134.01,2203905,138.34,138.35,136.67,56.96,2071428.0,0.3063,132.78
132.52,133.23,132.28,132.78,1678945,138.25,137.92,136.3,60.19,2057911.0,0.3058,130.71
130.68,131.31,129.21,130.71,547048,137.88,137.51,135.77,51.93,1900752.0,0.3063,134.12
134.14,135.09,133.69,134.12,1899142,137.21,137.25,135.61,52.12,1972848.0,0.3214,135.98
134.67,135.98,133.25,135.98,674151,136.48,137.02,135.65,55.87,1968320.0,0.3239,136.03
136.02,136.46,135.9,136.03,3312881,135.77,136.77,135.68,54.07,2077366.0,0.3235,139.15
138.67,140.22,137.67,139.15,553020,135.58,136.59,136.01,57.68,1899289.0,0.3056,139.38
139.04,140.04,137.97,139.38,1098518,135.73,136.5,136.33,47.07,1918706.0,0.2904,137.66
138.66,139.17,136.93,137.66,771260,135.67,136.38,136.46,38.26,1919897.0,0.2898,140.92
140.03,141.88,138.88,140.92,545785,136.07,136.38,136.89,45.98,1859038.0,0.2879,142.13
142.71,144.62,141.7,142.13,2176123,136.89,136.37,137.38,51.92,1929952.0,0.2876,140.01
139.81,140.91,138.7,140.01,1845695,137.61,136.31,137.63,54.34,1954303.0,0.2941,139.68
139.48,140.88,138.16,139.68,3163558,138.51,136.27,137.83,52.72,2095102.0,0.2944,137.92
138.47,140.87,137.85,137.92,289554,138.89,136.23,137.84,52.18,1756047.0,0.2437,135.16
135.39,136.68,134.77,135.16,2817432,138.8,136.16,137.58,52.29,1876461.0,0.2426,137.12
137.51,138.56,135.77,137.12,8924930,138.91,136.14,137.54,58.39,2276223.0,0.2502,141.17
141.86,143.39,139.81,141.17,837927,139.12,136.16,137.88,68.79,2259532.0,0.2698,138.31
138.08,140.06,137.6,138.31,5477278,139.01,136.16,137.93,57.67,2255662.0,0.2664,139.55
139.13,140.02,137.6,139.55,974296,139.2,136.17,138.08,56.7,2283542.0,0.268,138.27
137.52,138.51,136.35,138.27,401142,138.93,136.17,138.1,54.01,2009630.0,0.2672,137.33
136.76,137.75,136.48,137.33,941748,138.45,136.18,138.03,46.46,1946522.0,0.2569,136.18
138.19,138.95,134.8,136.18,2781673,138.07,136.17,137.85,43.99,2001658.0,0.2565,134.5
135.33,135.62,133.97,134.5,615049,137.55,136.17,137.53,44.05,2005058.0,0.2539,134.66
133.75,135.37,132.44,134.66,743949,137.23,136.19,137.26,36.71,1947298.0,0.2367,133.06
132.18,133.13,130.67,133.06,1933479,137.02,136.23,136.86,31.04,2010265.0,0.2348,133.67
133.99,135.26,132.01,133.67,1205551,136.67,136.2,136.55,35.85,1904898.0,0.2356,133.63
134.0,135.13,132.69,133.63,1919736,135.92,136.16,136.28,36.33,1973234.0,0.2184,133.22
133.59,134.22,132.41,133.22,1454632,135.41,136.15,135.99,38.68,1991040.0,0.218,131.49
131.32,132.47,131.0,131.49,1765068,134.6,136.09,135.56,40.7,2040730.0,0.2184,130.42
130.34,130.61,130.19,130.42,850992,133.82,136.01,135.07,32.22,2055991.0,0.1966,131.97
132.19,133.15,131.23,131.97,1447552,133.28,135.97,134.77,21.84,2019562.0,0.1997,133.03
133.09,133.54,131.23,133.03,572691,132.97,135.92,134.61,31.85,1955912.0,0.1991,131.16
129.71,131.52,129.56,131.16,3371090,132.63,135.81,134.28,22.33,1966288.0,0.2033,131.42
131.27,131.79,128.43,131.42,724024,132.31,135.72,134.01,25.8,1988012.0,0.2008,132.98
132.41,133.94,132.05,132.98,2967047,132.3,135.69,133.91,35.26,1995493.0,0.1953,129.76
129.87,130.38,129.4,129.76,997606,131.91,135.59,133.51,30.91,1599126.0,0.2035,130.88
132.84,133.98,130.81,130.88,1413527,131.63,135.62,133.26,38.9,1627906.0,0.1704,129.65
129.89,130.41,129.27,129.65,809383,131.28,135.67,132.92,35.56,1394512.0,0.1605,130.83
130.63,133.01,129.79,130.83,533494,131.21,135.7,132.72,43.42,1372472.0,0.1606,129.41
130.01,131.23,128.25,129.41,297804,131.11,135.63,132.41,37.99,1367305.0,0.1615,126.02
126.32,127.48,125.73,126.02,516970,130.52,135.5,131.8,31.94,1346066.0,0.1808,123.04
123.3,124.67,122.7,123.04,928079,129.52,135.28,130.96,28.48,1253386.0,0.1931,123.19
123.56,124.32,123.15,123.19,1424744,128.72,135.06,130.22,31.2,1293871.0,0.1922,123.73
125.0,125.06,123.71,123.73,2698761,127.95,134.72,129.6,34.48,1391612.0,0.1938,122.13
121.43,122.66,120.66,122.13,841881,126.86,134.29,128.89,27.21,1337032.0,0.1944,123.36
123.65,123.82,122.79,123.36,593879,126.22,133.9,128.37,27.8,1306448.0,0.1987,120.39
119.83,121.3,119.39,120.39,379203,125.17,133.48,127.61,26.46,1229421.0,0.2105,120.33
120.66,121.14,118.84,120.33,1765687,124.24,133.13,126.91,25.54,1244974.0,0.2111,118.22
117.68,119.05,116.5,118.22,3636584,122.98,132.73,126.08,18.24,1338550.0,0.2139,117.13
116.88,117.82,116.24,117.13,3312004,121.75,132.34,125.23,20.08,1461600.0,0.2141,117.27
117.1,117.87,116.33,117.27,2122162,120.88,132.0,124.47,16.16,1495331.0,0.206,115.82
116.39,116.59,114.94,115.82,2004358,120.16,131.66,123.65,15.99,1566914.0,0.2004,115.22
115.74,116.03,114.57,115.22,4676680,119.36,131.35,122.85,10.48,1632194.0,0.1986,117.03
116.3,117.23,115.82,117.03,1568554,118.69,131.01,122.29,19.27,1674420.0,0.2118,116.08
116.11,116.82,115.13,116.08,2016560,118.08,130.61,121.7,21.93,1626896.0,0.2015,117.6
117.18,118.58,116.92,117.6,930402,117.51,130.25,121.31,33.27,1623536.0,0.202,115.68
114.95,117.48,112.49,115.68,404483,117.04,129.78,120.77,29.17,1573084.0,0.1993,116.66
116.54,118.36,114.9,116.66,695871,116.67,129.32,120.38,30.85,1567408.0,0.2054,119.27
119.09,119.84,118.92,119.27,1193824,116.78,128.95,120.28,42.67,1600424.0,0.2223,114.99
116.38,116.73,114.91,114.99,1262530,116.56,128.43,119.77,31.4,1648661.0,0.2481,113.68
113.93,114.46,113.34,113.68,5615429,116.2,127.87,119.19,33.91,1903584.0,0.2372,114.72
113.93,114.82,112.49,114.72,1283397,116.09,127.36,118.77,37.17,1921350.0,0.2316,114.43
114.11,114.49,113.36,114.43,3088125,116.01,126.86,118.35,40.54,2004519.0,0.231,115.13
115.72,116.1,114.77,115.13,849105,115.82,126.4,118.05,44.91,1912036.0,0.2319,114.15
115.34,115.55,113.62,114.15,937206,115.63,125.98,117.68,42.37,1916802.0,0.23,114.35
113.45,115.63,113.43,114.35,415315,115.31,125.52,117.36,46.17,1907874.0,0.2254,114.14
113.07,114.91,112.02,114.14,664066,115.15,124.98,117.05,47.15,1922117.0,0.2121,116.22
117.31,118.13,115.85,116.22,1833221,115.11,124.54,116.97,47.88,1925494.0,0.2245,116.72
116.95,117.85,116.02,116.72,1209899,114.85,124.08,116.95,51.73,1804160.0,0.2173,117.37
116.86,117.45,116.6,117.37,2557014,115.09,123.67,116.99,49.36,1766410.0,0.2158,116.71
117.02,117.3,115.4,116.71,1390262,115.4,123.25,116.96,53.11,1729815.0,0.2167,115.92
114.39,116.85,114.29,115.92,907126,115.51,122.85,116.86,47.71,1674953.0,0.2135,115.22
115.23,115.56,114.2,115.22,6706833,115.59,122.46,116.71,35.95,1776461.0,0.2137,115.97
116.16,116.66,115.33,115.97,1115571,115.68,122.09,116.64,54.5,1753812.0,0.2072,115.29
115.83,116.43,114.0,115.29,3049233,115.79,121.73,116.51,57.9,1805446.0,0.2062,115.85
115.27,116.85,114.99,115.85,872425,115.94,121.38,116.45,55.8,1802547.0,0.2011,119.58
119.63,121.27,118.29,119.58,2121596,116.49,121.1,116.74,69.53,1888402.0,0.2234,121.21
120.65,122.08,120.46,121.21,2526669,116.98,120.86,117.17,71.55,1979942.0,0.2262,120.68
120.83,121.05,119.26,120.68,1420889,117.38,120.64,117.5,73.91,1991296.0,0.2139,122.93
122.38,123.71,122.36,122.93,182848,117.94,120.49,118.02,77.32,1937311.0,0.1741,122.25
122.0,122.8,121.31,122.25,1220293,118.49,120.3,118.42,75.03,1717555.0,0.1687,118.62
118.03,119.43,116.64,118.62,3218313,118.76,120.01,118.44,56.78,1814300.0,0.2044,116.9
117.28,118.44,116.72,116.9,1833953,118.93,119.72,118.3,50.48,1751592.0,0.212,113.72
114.21,115.54,113.53,113.72,1717999,118.7,119.37,117.86,41.5,1795037.0,0.2336,113.18
113.05,113.2,111.88,113.18,303214,118.49,118.97,117.42,41.74,1763337.0,0.2322,113.27
113.29,113.83,113.15,113.27,675788,118.23,118.64,117.02,43.59,1776361.0,0.2321,116.21
115.37,116.49,114.15,116.21,1671256,117.9,118.35,116.94,52.16,1826720.0,0.2501,116.84
116.67,117.6,114.67,116.84,1669953,117.46,118.09,116.93,51.92,1818557.0,0.2425,116.52
116.49,117.06,116.05,116.52,3177907,117.05,117.81,116.89,52.73,1916957.0,0.2423,118.04
119.58,120.3,117.89,118.04,1071003,116.56,117.58,117.0,54.66,1842657.0,0.246,114.24
113.61,114.44,112.56,114.24,1663874,115.76,117.34,116.74,38.63,1856337.0,0.2713,114.7
115.54,116.63,114.15,114.7,1218461,115.36,117.18,116.55,35.41,1871904.0,0.2709,116.1
116.67,118.37,115.16,116.1,546039,115.28,117.04,116.5,40.1,1563864.0,0.2735,113.61
113.77,114.28,113.38,113.61,197870,115.27,116.83,116.23,30.06,1517979.0,0.2833,115.63
116.65,117.42,113.97,115.63,1697738,115.52,116.7,116.17,36.62,1450404.0,0.2901,116.28
116.49,116.69,116.01,116.28,1382159,115.82,116.56,116.18,44.6,1475891.0,0.2903,115.61
115.84,116.75,115.39,115.61,733409,115.76,116.47,116.13,46.88,1406482.0,0.2653,116.77
116.74,116.78,116.49,116.77,329279,115.75,116.4,116.19,58.16,1296612.0,0.2629,120.88
121.62,122.38,119.39,120.88,1990291,116.19,116.45,116.63,67.3,1325082.0,0.2933,121.27
121.94,122.12,119.72,121.27,972148,116.51,116.53,117.08,67.74,1364547.0,0.2855,121.78
121.4,122.95,121.3,121.78,1877590,117.26,116.62,117.52,63.85,1397412.0,0.2853,121.01
120.21,122.0,118.83,121.01,5342684,117.89,116.73,117.86,60.28,1503631.0,0.2645,119.53
119.41,120.41,119.16,119.53,216827,118.24,116.81,118.02,57.05,1422774.0,0.2627,121.09
120.61,121.54,119.76,121.09,687157,118.99,116.89,118.31,57.13,1371232.0,0.2431,119.61
119.57,120.64,119.31,119.61,1017134,119.38,116.96,118.43,64.02,1406928.0,0.2478,119.8
120.54,121.13,119.59,119.8,3851067,119.74,117.01,118.56,63.49,1565692.0,0.2477,119.0
118.73,119.19,117.61,119.0,324771,120.07,117.07,118.6,57.95,1498368.0,0.2341,119.92
119.89,120.44,118.48,119.92,5658609,120.39,117.14,118.73,68.9,1697801.0,0.2348,120.58
120.62,122.71,119.98,120.58,1340676,120.36,117.16,118.91,66.14,1605939.0,0.2347,122.53
123.05,123.06,120.73,122.53,1113701,120.49,117.32,119.25,68.79,1608074.0,0.237,121.66
120.29,121.81,119.02,121.66,1026383,120.47,117.48,119.48,67.94,1576200.0,0.2035,121.23
120.86,121.5,120.37,121.23,848299,120.5,117.61,119.65,63.82,1557692.0,0.2048,119.52
119.65,120.88,118.94,119.52,2781479,120.49,117.71,119.64,45.06,1669464.0,0.2101,118.79
119.5,119.9,117.11,118.79,511541,120.26,117.78,119.55,41.18,1685147.0,0.1944,119.52
119.23,120.77,117.57,119.52,1585374,120.26,117.89,119.55,42.09,1679529.0,0.1863,120.95
119.81,121.16,118.58,120.95,884391,120.37,118.02,119.68,49.8,1654640.0,0.1893,119.35
119.71,120.61,119.29,119.35,653627,120.4,118.12,119.65,49.37,1650651.0,0.1952,120.97
120.59,122.55,119.71,120.97,9518807,120.51,118.22,119.78,49.6,2110128.0,0.1977,123.52
122.78,124.82,122.37,123.52,1681573,120.8,118.35,120.13,62.07,2094692.0,0.1706,124.35
123.96,125.44,123.9,124.35,1964233,120.99,118.49,120.54,63.52,2144296.0,0.1716,127.96
127.85,128.22,126.11,127.96,2988318,121.62,118.72,121.24,72.8,2199833.0,0.1979,126.55
126.17,126.9,125.35,126.55,385740,122.15,118.93,121.75,66.45,1951985.0,0.2013,124.27
122.9,124.76,122.72,124.27,4885750,122.62,119.11,121.99,58.48,2185432.0,0.2079,121.06
121.6,122.27,120.3,121.06,161592,122.85,119.22,121.9,46.8,2159153.0,0.2256,123.87
